Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,0.0,1.5505519770322491,1.5417084693908691,1.5417084693908691,55930,0.0,0.0
1962-01-03,1.5417081938230817,1.5652906894683836,1.5387602835962573,1.5652906894683838,74906,0.0,0.0
1962-01-04,1.5652906894683836,1.5770818811360852,1.5652906894683836,1.5652906894683838,80899,0.0,0.0
1962-01-05,1.5652911577924162,1.5741346664990064,1.5593956725045768,1.5623433589935303,70911,0.0,0.0
1962-01-08,1.5564472132222231,1.5564472132222231,1.4974909210788416,1.509282112121582,93883,0.0,0.0
1962-01-09,1.509282092944017,1.532864587039742,1.5033864974975586,1.5033864974975586,64919,0.0,0.0
1962-01-10,1.5033870950617485,1.5092826928515808,1.4974914972719162,1.5063347816467285,34956,0.0,0.0
1962-01-11,1.5004390460248955,1.5004390460248955,1.4915955378425854,1.4974913597106934,27965,0.0,0.0
1962-01-12,1.4974906212679684,1.500438306128608,1.4621167182922363,1.4621167182922363,26966,0.0,0.0
1962-01-15,1.4503258943114625,1.4503258943114625,1.4326388835906982,1.4326388835906982,64919,0.0,0.0
1962-01-16,1.426743703825109,1.426743703825109,1.4149523973464966,1.4149523973464966,27965,0.0,0.0
1962-01-17,1.4149523973464966,1.4208478821209185,1.4149523973464966,1.4149523973464966,79900,0.0,0.0
1962-01-18,1.4149523973464966,1.4149523973464966,1.4149523973464966,1.4149523973464966,89888,0.0,0.0
1962-01-19,1.4149530015159477,1.429692000520201,1.4149530015159477,1.4208484888076782,100874,0.0,0.0
1962-01-22,1.4267427921295164,1.4473774810489795,1.4267427921295164,1.4267427921295166,69913,0.0,0.0
1962-01-23,1.4267432397808681,1.4414823400078018,1.4178998470306396,1.4178998470306396,34956,0.0,0.0
1962-01-24,1.41790053046377,1.41790053046377,1.3795789187885201,1.4090570211410522,45943,0.0,0.0
1962-01-25,1.4090556470271625,1.412003330846894,1.3943165540695193,1.394316554069519,37953,0.0,0.0
1962-01-26,1.3943176447064805,1.4002132415771484,1.3943176447064805,1.4002132415771484,37953,0.0,0.0
1962-01-29,1.4002139425325795,1.409057454575615,1.394318342710539,1.3972660303115845,42946,0.0,0.0
1962-01-30,1.4002135132149767,1.4120047092437744,1.4002135132149767,1.4120047092437744,30961,0.0,0.0
1962-01-31,1.412004707835371,1.4149526191495705,1.4061091098268526,1.4090570211410522,55930,0.0,0.0
1962-02-01,1.4061088384478164,1.4061088384478164,1.3854741370905597,1.4002132415771484,67915,0.0,0.0
1962-02-02,1.400212146328644,1.4090556470271625,1.391368645630126,1.394316554069519,30961,0.0,0.0
1962-02-05,1.4031610488891602,1.4120043312333659,1.4031610488891602,1.4031610488891602,72909,0.0,0.0
1962-02-06,1.4013838381532238,1.4013838381532238,1.3806444503341946,1.3924955129623413,40949,0.030038,0.0
1962-02-07,1.395457226362673,1.4102712425135127,1.395457226362673,1.4013829231262207,45943,0.0,0.0
1962-02-08,1.4013838027090895,1.4073092774337501,1.386570115897438,1.3954581022262573,51935,0.0,0.0
1962-02-09,1.395458007245015,1.4043463316061116,1.3806443214416504,1.3806443214416504,33958,0.0,0.0
1962-02-12,1.380644595465917,1.3836074460937215,1.3776819705963135,1.3776819705963135,16979,0.0,0.0
1962-02-13,1.3924954777430127,1.4013838027090895,1.3924954777430127,1.3954581022262573,62921,0.0,0.0
1962-02-14,1.3865694782058604,1.3865694782058604,1.3658299875705067,1.3747183084487915,56929,0.0,0.0
1962-02-15,1.3747202232006899,1.398422257090636,1.3628692626953123,1.3628692626953125,62921,0.0,0.0
1962-02-16,1.3628676416106198,1.3836069107055664,1.3628676416106198,1.3836069107055664,55930,0.0,0.0
1962-02-19,1.386570115897438,1.3984209524676734,1.386570115897438,1.3954581022262573,29963,0.0,0.0
1962-02-20,1.3954578874221562,1.419160008430481,1.3895325264886775,1.419160008430481,40949,0.0,0.0
1962-02-21,1.4221228699497255,1.454713201945773,1.4221228699497255,1.4310110807418823,56929,0.0,0.0
1962-02-23,1.4310107652406305,1.4428617103506765,1.4280479160840747,1.4398990869522095,72909,0.0,0.0
1962-02-26,1.4398990315715006,1.4458245038986208,1.4161970293839794,1.4458245038986206,82896,0.0,0.0
1962-02-27,1.4458245038986208,1.4517499762257409,1.4458245038986208,1.4458245038986206,27965,0.0,0.0
1962-02-28,1.4458240146029968,1.4754514790911144,1.4339730739593506,1.4339730739593506,47940,0.0,0.0
1962-03-01,1.4339745830077975,1.4932296872203619,1.428048880692036,1.4873042106628418,74906,0.0,0.0
1962-03-02,1.4873038270374352,1.511005840033095,1.4873038270374352,1.5021175146102905,41948,0.0,0.0
1962-03-05,1.5021166148183445,1.5258187264951506,1.5021166148183445,1.5228558778762817,56929,0.0,0.0
1962-03-06,1.5258188277937608,1.54063250747646,1.5258188277937608,1.5376696586608887,75905,0.0,0.0
1962-03-07,1.537668882461731,1.546557198663653,1.5317435264587405,1.5317435264587402,45943,0.0,0.0
1962-03-08,1.5317435264587405,1.537668882461731,1.5228552102568185,1.5317435264587402,41948,0.0,0.0
1962-03-09,1.5317442996668404,1.54063250747646,1.5317442996668404,1.5376696586608887,72909,0.0,0.0
1962-03-12,1.5465580256105655,1.5791483476454165,1.5465580256105655,1.5732228755950928,54931,0.0,0.0
1962-03-13,1.573223687309717,1.5791491624173268,1.561372624215404,1.5761865377426147,36954,0.0,0.0
1962-03-14,1.5761860264556835,1.5821114996411745,1.5761860264556835,1.5791486501693726,55930,0.0,0.0
1962-03-15,1.5791486501693726,1.5939624460121564,1.5791486501693726,1.5791486501693726,41948,0.0,0.0
1962-03-16,1.5850746404064424,1.5939629659631085,1.5850746404064424,1.5880374908447266,50936,0.0,0.0
1962-03-19,1.5821114947793962,1.5821114947793962,1.5317446342203291,1.5406328439712524,75905,0.0,0.0
1962-03-20,1.5406327879657855,1.5524839596276452,1.5406327879657855,1.5465582609176636,25968,0.0,0.0
1962-03-21,1.5465585223862357,1.5761862307917833,1.5465585223862357,1.5702606439590454,42946,0.0,0.0
1962-03-22,1.5761856403642693,1.6087757349014282,1.5761856403642693,1.6087757349014282,57928,0.0,0.0
1962-03-23,1.6087766693710552,1.6235906959480486,1.596925831898381,1.5998886823654175,65918,0.0,0.0
1962-03-26,1.5998886823654175,1.6058141575413016,1.5998886823654175,1.5998886823654175,32959,0.0,0.0
1962-03-27,1.5998883523645928,1.5998883523645928,1.5702606439590454,1.5702606439590454,43945,0.0,0.0
1962-03-28,1.5702605815213992,1.5761861681185205,1.5613722580652507,1.5643351078033447,36954,0.0,0.0
1962-03-29,1.5554467031648982,1.5554467031648982,1.5347075462341309,1.5347075462341309,32959,0.0,0.0
1962-03-30,1.5317448773757192,1.5317448773757192,1.4961919198491493,1.5139682292938232,63920,0.0,0.0
1962-04-02,1.5139685260353146,1.5169313765490724,1.5050804260104254,1.5080430507659912,38951,0.0,0.0
1962-04-03,1.5080424609723528,1.5465582609176636,1.505079837375466,1.5465582609176636,22971,0.0,0.0
1962-04-04,1.5495212078094482,1.5613721544591788,1.5495212078094482,1.5495212078094482,14981,0.0,0.0
1962-04-05,1.5495212297561076,1.5495212297561076,1.5169309002496374,1.5347075462341309,85893,0.0,0.0
1962-04-06,1.537669658660889,1.5554463000381908,1.537669658660889,1.5376696586608887,43945,0.0,0.0
1962-04-09,1.5287811756134033,1.5287811756134033,1.5169300099929193,1.5287811756134033,35955,0.0,0.0
